id,value
"PL638",-0.3
"PT",-5
"PT1",-4.9
"PT11",-6.2
"PT111",-8.9
"PT112",-3.5
"PT119",-5
"PT11A",-5.5
"PT11B",-11.6
"PT11C",-5.8
"PT11D",-11
"PT11E",-12.4
"PT15",-2
"PT150",-2
"PT16",-7.6
"PT16B",-4.6
"PT16D",-4.5
"PT16E",-8.8
"PT16F",-5.7
"PT16G",-7.9
"PT16H",-14
"PT16I",-9.3
"PT16J",-12.6
"PT17",0.6
"PT170",0.6
"PT18",-13.5
"PT181",-11.2
"PT184",-14.2
"PT185",-10.6
"PT186",-18.2
"PT187",-15.3
"PT2",-4.4
"PT20",-4.4
"PT200",-4.4
"PT3",-10.1
"PT30",-10.1
"PT300",-10.1
"RO",-3.9
"RO1",-2
"RO11",-1.8
"RO111",-3
"RO112",-2.2
"RO113",2.5
"RO114",-3.5
"RO115",-2.9
"RO116",-6.5
"RO12",-2.2
"RO121",-5.3
"RO122",0.4
"RO123",-4.8
"RO124",-3.9
"RO125",-2.5
"RO126",-0.1
"RO2",-3.6
"RO21",-1.2
"RO211",-4
"RO212",-9.5
"RO213",7.2
"RO214",-5.4
"RO215",-0.6
"RO216",-0.7
"RO22",-6.7
"RO221",-12.6
"RO222",-10.2
"RO223",-1.3
"RO224",-6.5
"RO225",-11
"RO226",-5.2
"RO3",-4.2
"RO31",-7.7
"RO311",-6.3
"RO312",-8.6
"RO313",-6.1
"RO314",-6.5
"RO315",-7.9
"RO316",-6.3
"RO317",-15.5
"RO32",0.5
"RO321",-6.3
"RO322",30.6
"RO4",-6.2
"RO41",-8.7
"RO411",-6.3
"RO412",-10.2
"RO413",-11.1
"RO414",-11.6
"RO415",-6.4
"RO42",-3.4
"RO421",-3.5
"RO422",-9.7
"RO423",-10.7
"RO424",3.6
"SE",10.6
"SE1",13.5
"SE11",16.1
"SE110",16.1
"SE12",10.1
"SE121",10
"SE122",11.1
"SE123",9.7
"SE124",9.6
"SE125",10.2
"SE2",10.5
"SE21",8.3
"SE211",8.8
"SE212",10.5
"SE213",7.3
"SE214",1.6
"SE22",11.3
"SE221",9.1
"SE224",11.6
"SE23",10.7
"SE231",12.4
"SE232",10.4
"SE3",4.4
"SE31",5.4
"SE311",3.2
"SE312",5.6
"SE313",7.2
"SE32",3.3
"SE321",3.7
"SE322",2.4
"SE33",3.5
"SE331",4.8
"SE332",2.2
"SI",0.9
"SI0",0.9
"SI03",-1.1
"SI031",-4
"SI032",0.1
"SI033",-3.4
"SI034",-0.6
"SI035",-5.6
"SI036",-0.8
"SI037",-0.2
"SI038",1.7
"SI04",3.1
"SI041",6.1
"SI042",-0.2
"SI043",-1.6
"SI044",-0.7
"SK",1
"SK0",1
"SK01",10.9
"SK010",10.9
"SK02",-1
"SK021",1.9
"SK022",-2
"SK023",-2.5
"SK03",-1.1
"SK031",0
"SK032",-2.2
"SK04",1.2
"SK041",1.3
"SK042",1
"TR",13.3
"TR1",15.2
"TR10",15.2
"TR100",15.2
"TR2",22
"TR21",22.7
"TR211",36.2
"TR212",4.3
"TR213",9.2
"TR22",21.2
"TR221",22.4
"TR222",18.7
"TR3",12.7
"TR31",12.7
"TR310",12.7
"TR32",22.2
"TR321",20.4
"TR322",15.7
"TR323",31.6
"TR33",3.4
"TR331",6.2
"TR332",-1.1
"TR333",-0.9
"TR334",8.5
"TR4",18.4
"TR41",15.9
"TR411",16.8
"TR412",15.6
"TR413",5
"TR42",21.1
"TR421",27.4
"TR422",16.6
"TR423",11.4
"TR424",4.6
"TR425",28.6
"TR5",18.4
"TR51",20.6
"TR510",20.6
"TR52",13.7
"TR521",14.1
"TR522",10.1
"TR6",14.3
"TR61",22.7
"TR611",29.4
"TR612",2.4
"TR613",-1.4
"TR62",9.8
"TR621",7.6
"TR622",12.5
"TR63",12.2
"TR631",11.1
"TR632",12.3
"TR633",15.6
"TR7",3.3
"TR71",-1.2
"TR711",-13.1
"TR712",3.8
"TR713",0.7
"TR714",2.8
"TR715",-3.5
"TR72",6.2
"TR721",20.6
"TR722",-1.1
"TR723",-26.6
"TR8",-1.2
"TR81",-1.4
"TR811",-4.6
"TR812",4.7
"TR813",1.4
"TR82",-8.7
"TR821",2.2
"TR822",-39.3
"TR823",-0.2
"TR83",0.9
"TR831",6.5
"TR832",-1.3
"TR833",-9.2
"TR834",-0.2
"TR9",5.2
"TR90",5.2
"TR901",11.2
"TR902",-9.9
"TR903",11.6
"TR904",4.8
"TR905",2
"TR906",34.3
"TRA",-0.6
"TRA1",4.9
"TRA11",-4.5
"TRA12",16.4
"TRA13",63.8
"TRA2",-5.7
"TRA21",-3.2
"TRA22",-14.8
"TRA23",8.5
"TRA24",-19.4
"TRB",7.2
"TRB1",5.4
"TRB11",9.1
"TRB12",0.9
"TRB13",1.9
"TRB14",12.8
"TRB2",8.7
"TRB21",14.3
"TRB22",-3.2
"TRB23",2.6
"TRB24",11.8
"TRC",18.9
"TRC1",17.7
"TRC11",24.1
"TRC12",1.1
"TRC13",1.5
"TRC2",20.7
"TRC21",24
"TRC22",17
"TRC3",17.4
"TRC31",11.8
"TRC32",18.1
"TRC33",28.4
"TRC34",13.3
"UK",8.1
"UKC",4.2
"UKC1",4
"UKC11",5.1
"UKC12",2.4
"UKC13",1.6
"UKC14",4.8
"UKC2",4.3
"UKC21",2
"UKC22",5.6
"UKC23",3
"UKD",5
"UKD1",0.5
"UKD11",0.1
"UKD12",0.8
"UKD3",7.5
"UKD33",11.1
"UKD34",11.2
"UKD35",5.5
"UKD36",5.3
"UKD37",5.7
"UKD4",3.3
"UKD41",0
"UKD42",-2.6
"UKD44",4.7
"UKD45",3.7
"UKD46",3.1
"UKD47",7.1
"UKD6",5.3
"UKD61",8
"UKD62",4.9
"UKD63",4
"UKD7",3.6
"UKD71",4.2
"UKD72",4.6
"UKD73",1.8
"UKD74",2.7
"UKE",5.7
"UKE1",3.6
"UKE11",2.7
"UKE12",4.8
"UKE13",3.2
"UKE2",3.3
"UKE21",9.8
"UKE22",1.1
"UKE3",6.2
"UKE31",5.4
"UKE32",7.4
"UKE4",7.2
"UKE41",6.1
"UKE42",8.2
"UKE44",7.3
"UKE45",6.1
"UKF",8.4
"UKF1",6.9
"UKF11",6.9
"UKF12",3.9
"UKF13",6.8
"UKF14",9.7
"UKF15",6.6
"UKF16",7.6
"UKF2",10
"UKF21",10.2
"UKF22",9
"UKF24",10.5
"UKF25",11.2
"UKF3",9.2
"UKF30",9.2
"UKG",7.2
"UKG1",6
"UKG11",6.3
"UKG12",5.6
"UKG13",6.3
"UKG2",4.9
"UKG21",6.1
"UKG22",5.4
"UKG23",4.4
"UKG24",4.7
"UKG3",9.1
"UKG31",9.1
"UKG32",5.9
"UKG33",19.4
"UKG36",4.4
"UKG37",9.5
"UKG38",7.3
"UKG39",5.5
"UKH",10.5
"UKH1",8.6
"UKH11",12.4
"UKH12",11.5
"UKH14",5.2
"UKH15",7.5
"UKH16",7.4
"UKH17",11.3
"UKH2",13.1
"UKH21",14.4
"UKH23",12.2
"UKH24",14.1
"UKH25",15.7
"UKH3",10.6
"UKH31",10.4
"UKH32",13.6
"UKH34",10.4
"UKH35",13.1
"UKH36",9.3
"UKH37",8.4
"UKI",15
"UKI3",11.8
"UKI31",19.8
"UKI32",21.6
"UKI33",2.2
"UKI34",8.9
"UKI4",19.4
"UKI41",19.2
"UKI42",33
"UKI43",19
"UKI44",16.8
"UKI45",13.5
"UKI5",15.3
"UKI51",14.2
"UKI52",17.3
"UKI53",15.2
"UKI54",14.7
"UKI6",12.2
"UKI61",11.7
"UKI62",11.1
"UKI63",13.3
"UKI7",13.3
"UKI71",16.9
"UKI72",10.9
"UKI73",5.8
"UKI74",16.1
"UKI75",14.3
"UKJ",9.5
"UKJ1",10.2
"UKJ11",9.7
"UKJ12",15
"UKJ13",10.3
"UKJ14",9
"UKJ2",9.2
"UKJ21",10.2
"UKJ22",9.1
"UKJ25",8.1
"UKJ26",10.9
"UKJ27",8.2
"UKJ28",9.8
"UKJ3",7.8
"UKJ31",8.8
"UKJ32",11.6
"UKJ34",5.1
"UKJ35",7.6
"UKJ36",6.7
"UKJ37",7.7
"UKJ4",10.8
"UKJ41",11
"UKJ43",13.5
"UKJ44",8.7
"UKJ45",13.7
"UKJ46",8.8
"UKK",8.6
"UKK1",9.7
"UKK11",12.2
"UKK12",9.9
"UKK13",9
"UKK14",11.2
"UKK15",7.3
"UKK2",7.1
"UKK21",10.8
"UKK22",4.1
"UKK23",7
"UKK3",8.7
"UKK30",8.7
"UKK4",7.9
"UKK41",7.7
"UKK42",5.8
"UKK43",8.3
"UKL",4.8
"UKL1",3.9
"UKL11",1.4
"UKL12",3.8
"UKL13",4
"UKL14",3.1
"UKL15",3.5
"UKL16",2.9
"UKL17",5.2
"UKL18",5.9
"UKL2",6.5
"UKL21",4.4
"UKL22",9.5
"UKL23",5.3
"UKL24",1.8
"UKM",3.6
"UKM2",5.6
"UKM21",2.3
"UKM22",1.9
"UKM23",9.3
"UKM24",0.9
"UKM25",10.4
"UKM26",3.8
"UKM27",6.6
"UKM28",5
"UKM3",1.4
"UKM31",0.7
"UKM32",-2.2
"UKM33",-1.8
"UKM34",6
"UKM35",0.6
"UKM36",-0.8
"UKM37",-2.1
"UKM38",1.5
"UKM5",8.8
"UKM50",8.8
"UKM6",0.2
"UKM61",-5
"UKM62",5.6
"UKM63",-3.6
"UKM64",-6.7
"UKM65",-0.5
"UKM66",1
"UKN",5.3
"UKN0",5.3
"UKN01",4.6
"UKN02",5
"UKN03",5.5
"UKN04",2.8
"UKN05",7.7
